Title,Publication Title,Volume,Issue,DOI,Authors,Publication Year,URL,Type,Abstract,Keywords
Social Robots as Persons in Community,Handbook of African Philosophy,,,10.1007/978-3-031-25149-8_48,Mpho Tshivhase,2023,http://link.springer.com/referenceworkentry/10.1007/978-3-031-25149-8_48,ReferenceWorkEntry,,
Robots and Dignity: An Afro-communitarian Argument in Eldercare,Handbook of African Philosophy,,,10.1007/978-3-031-25149-8_49,Karabo Maiyane,2023,http://link.springer.com/referenceworkentry/10.1007/978-3-031-25149-8_49,ReferenceWorkEntry,,
Materialising the Future,Research for Development,,,10.1007/978-3-031-25207-5,Venere FerraroPirjo KääriäinenPaz Morer-CamoAnke Pasold,2023,http://link.springer.com/book/10.1007/978-3-031-25207-5,Book,,
Rethinking Technology and Engineering,Philosophy of Engineering and Technology,,,10.1007/978-3-031-25233-4,Albrecht FritzscheAndrés Santa-María,2023,http://link.springer.com/book/10.1007/978-3-031-25233-4,Book,,
Philosophy of Engineering as a Dialogue Across Disciplines and Geographies,Rethinking Technology and Engineering,,,10.1007/978-3-031-25233-4_1,Andrés Santa-MaríaAlbrecht Fritzsche,2023,http://link.springer.com/chapter/10.1007/978-3-031-25233-4_1,Chapter,,
"AI, Control and Unintended Consequences: The Need for Meta-Values",Rethinking Technology and Engineering,,,10.1007/978-3-031-25233-4_9,Ibo van de Poel,2023,http://link.springer.com/chapter/10.1007/978-3-031-25233-4_9,Chapter,,
Facilitating Visual Socialities,Social Visualities,,,10.1007/978-3-031-25259-4,Casey BurkholderJoshua Schwab-CartasFunké Aladejebi,2023,http://link.springer.com/book/10.1007/978-3-031-25259-4,Book,,
Introduction: Facilitating Visualities—Enacting Ethical Practices in Visual Research,Facilitating Visual Socialities,,,10.1007/978-3-031-25259-4_1,Casey BurkholderJoshua Schwab-CartasFunké Aladejebi,2023,http://link.springer.com/chapter/10.1007/978-3-031-25259-4_1,Chapter,,
(In)Visible Youth: Considerations for Visual Research in Rural New Brunswick’s Queer Spaces,Facilitating Visual Socialities,,,10.1007/978-3-031-25259-4_6,Melissa Keehn,2023,http://link.springer.com/chapter/10.1007/978-3-031-25259-4_6,Chapter,,
Ethics and Human Behaviour in ICT Development,,,,10.1007/978-3-031-25277-8,Marion HershJózef B. Lewoc,2023,http://link.springer.com/book/10.1007/978-3-031-25277-8,Book,,
Introduction,Ethics and Human Behaviour in ICT Development,,,10.1007/978-3-031-25277-8_1,Marion HershJózef B. Lewoc,2023,http://link.springer.com/chapter/10.1007/978-3-031-25277-8_1,Chapter,,
The Pioneers,Ethics and Human Behaviour in ICT Development,,,10.1007/978-3-031-25277-8_4,Marion HershJózef B. Lewoc,2023,http://link.springer.com/chapter/10.1007/978-3-031-25277-8_4,Chapter,,
New Directions in the Ethics of Assisted Suicide and Euthanasia,The International Library of Bioethics,,,10.1007/978-3-031-25315-7,Michael CholbiJukka Varelius,2023,http://link.springer.com/book/10.1007/978-3-031-25315-7,Book,,
"Past, Present and Future of Computing Education Research",,,,10.1007/978-3-031-25336-2,Mikko ApiolaSonsoles López-PernasMohammed Saqr,2023,http://link.springer.com/book/10.1007/978-3-031-25336-2,Book,,
"The Evolving Themes of Computing Education Research: Trends, Topic Models, and Emerging Research","Past, Present and Future of Computing Education Research",,,10.1007/978-3-031-25336-2_8,Mikko ApiolaMohammed SaqrSonsoles López-Pernas,2023,http://link.springer.com/chapter/10.1007/978-3-031-25336-2_8,Chapter,,
"Capturing the Impact and the Chatter Around Computing Education Research Beyond Academia in Social Media, Patents, and Blogs","Past, Present and Future of Computing Education Research",,,10.1007/978-3-031-25336-2_9,Mohammed SaqrSonsoles López-PernasMikko Apiola,2023,http://link.springer.com/chapter/10.1007/978-3-031-25336-2_9,Chapter,,
Neonatal Anesthesia,,,,10.1007/978-3-031-25358-4,Jerrold Lerman,2023,http://link.springer.com/book/10.1007/978-3-031-25358-4,Book,,
Do Anesthetic Drugs Harm Neonates? A Global Perspective,Neonatal Anesthesia,,,10.1007/978-3-031-25358-4_18,Tom G. HansenSteen W. HennebergThomas Engelhardt,2023,http://link.springer.com/chapter/10.1007/978-3-031-25358-4_18,Chapter,,
Ethical and Medicolegal Considerations,Neonatal Anesthesia,,,10.1007/978-3-031-25358-4_20,Mariah K. TaniousThomas J. Mancuso,2023,http://link.springer.com/chapter/10.1007/978-3-031-25358-4_20,Chapter,,
General and Thoracoabdominal Surgery Including Management of Conjoined Twins,Neonatal Anesthesia,,,10.1007/978-3-031-25358-4_9,Kate CrossPeter CarachiSally Wilmshurst,2023,http://link.springer.com/chapter/10.1007/978-3-031-25358-4_9,Chapter,,
Pandemics and Resilience: Lessons we should have learned from Zika,"Risk, Systems and Decisions",,,10.1007/978-3-031-25370-6,David M. Berube,2023,http://link.springer.com/book/10.1007/978-3-031-25370-6,Book,,
Pandemic Engagement,Pandemics and Resilience: Lessons we should have learned from Zika,,,10.1007/978-3-031-25370-6_18,David M. Berube,2023,http://link.springer.com/chapter/10.1007/978-3-031-25370-6_18,Chapter,,
Sustainable Business,SpringerBriefs in Business,,,10.1007/978-3-031-25397-3,Manuel FischerDaniel FoordJan FrecèKirsten HillebrandIngrid Kissling-NäfRahel MeiliMarie PeskovaDavid RisiRené SchmidpeterTobias Stucki,2023,http://link.springer.com/book/10.1007/978-3-031-25397-3,Book,,
Sustainability in a Digital Context,Sustainable Business,,,10.1007/978-3-031-25397-3_8,Manuel FischerDaniel FoordJan FrecèKirsten HillebrandIngrid Kissling-NäfRahel MeiliMarie PeskovaDavid RisiRené SchmidpeterTobias Stucki,2023,http://link.springer.com/chapter/10.1007/978-3-031-25397-3_8,Chapter,,
Computer Security. ESORICS 2022 International Workshops,Lecture Notes in Computer Science,,,10.1007/978-3-031-25460-4,Sokratis KatsikasFrédéric CuppensChristos KalloniatisJohn MylopoulosFrank PallasJörg PohleM. Angela SasseHabtamu AbieSilvio RaniseLuca VerderameEnrico CambiasoJorge Maestre VidalMarco Antonio Sotelo MongeMassimiliano AlbaneseBasel KattSandeep PirbhulalAnkur Shukla,2023,http://link.springer.com/book/10.1007/978-3-031-25460-4,Book,,
Information Systems Research,,,,10.1007/978-3-031-25470-3,Mohammed Ali,2023,http://link.springer.com/book/10.1007/978-3-031-25470-3,Book,,
Ethical Procedures and Processes in IS Research,Information Systems Research,,,10.1007/978-3-031-25470-3_13,Mohammed Ali,2023,http://link.springer.com/chapter/10.1007/978-3-031-25470-3_13,Chapter,,
Professional Ethics for Research and Development Activities,,,,10.1007/978-3-031-25484-0,Dag Slotfeldt-Ellingsen,2023,http://link.springer.com/book/10.1007/978-3-031-25484-0,Book,,
Research Involving Animals,Professional Ethics for Research and Development Activities,,,10.1007/978-3-031-25484-0_15,Dag Slotfeldt-Ellingsen,2023,http://link.springer.com/chapter/10.1007/978-3-031-25484-0_15,Chapter,,
The Researcher in the Workplace: Employee Morale,Professional Ethics for Research and Development Activities,,,10.1007/978-3-031-25484-0_5,Dag Slotfeldt-Ellingsen,2023,http://link.springer.com/chapter/10.1007/978-3-031-25484-0_5,Chapter,,
Risky Play,Critical Cultural Studies of Childhood,,,10.1007/978-3-031-25552-6,Øyvind KvalnesEllen Beate Hansen Sandseter,2023,http://link.springer.com/book/10.1007/978-3-031-25552-6,Book,,
Risky Play and Ethics,Risky Play,,,10.1007/978-3-031-25552-6_1,Øyvind KvalnesEllen Beate Hansen Sandseter,2023,http://link.springer.com/chapter/10.1007/978-3-031-25552-6_1,Chapter,,
"Risky Play, Then and Now",Risky Play,,,10.1007/978-3-031-25552-6_2,Øyvind KvalnesEllen Beate Hansen Sandseter,2023,http://link.springer.com/chapter/10.1007/978-3-031-25552-6_2,Chapter,,
"Experiences, Mastery, and Development Through Risk",Risky Play,,,10.1007/978-3-031-25552-6_3,Øyvind KvalnesEllen Beate Hansen Sandseter,2023,http://link.springer.com/chapter/10.1007/978-3-031-25552-6_3,Chapter,,
Negative Consequences of Protection,Risky Play,,,10.1007/978-3-031-25552-6_4,Øyvind KvalnesEllen Beate Hansen Sandseter,2023,http://link.springer.com/chapter/10.1007/978-3-031-25552-6_4,Chapter,,
Doing Good and Avoiding Harm,Risky Play,,,10.1007/978-3-031-25552-6_5,Øyvind KvalnesEllen Beate Hansen Sandseter,2023,http://link.springer.com/chapter/10.1007/978-3-031-25552-6_5,Chapter,,
Ethical Navigation,Risky Play,,,10.1007/978-3-031-25552-6_6,Øyvind KvalnesEllen Beate Hansen Sandseter,2023,http://link.springer.com/chapter/10.1007/978-3-031-25552-6_6,Chapter,,
Moral Luck,Risky Play,,,10.1007/978-3-031-25552-6_7,Øyvind KvalnesEllen Beate Hansen Sandseter,2023,http://link.springer.com/chapter/10.1007/978-3-031-25552-6_7,Chapter,,
Ways Forward,Risky Play,,,10.1007/978-3-031-25552-6_8,Øyvind KvalnesEllen Beate Hansen Sandseter,2023,http://link.springer.com/chapter/10.1007/978-3-031-25552-6_8,Chapter,,
The Legitimacy of Healthcare and Public Health,Palgrave Studies in Urban Anthropology,,,10.1007/978-3-031-25592-2,Italo PardoGiuliana B. Prato,2023,http://link.springer.com/book/10.1007/978-3-031-25592-2,Book,,
Misgovernance Kills: Italian Evidence,The Legitimacy of Healthcare and Public Health,,,10.1007/978-3-031-25592-2_3,Italo Pardo,2023,http://link.springer.com/chapter/10.1007/978-3-031-25592-2_3,Chapter,,
"Machine Learning, Optimization, and Data Science",Lecture Notes in Computer Science,,,10.1007/978-3-031-25599-1,Giuseppe NicosiaVarun OjhaEmanuele La MalfaGabriele La MalfaPanos PardalosGiuseppe Di FattaGiovanni GiuffridaRenato Umeton,2023,http://link.springer.com/book/10.1007/978-3-031-25599-1,Book,,
Aspects and Views on Responsible Artificial Intelligence,"Machine Learning, Optimization, and Data Science",,,10.1007/978-3-031-25599-1_29,Boštjan BrumenSabrina GöllnerMarina Tropmann-Frick,2023,http://link.springer.com/chapter/10.1007/978-3-031-25599-1_29,Chapter,,
"Data Privacy Management, Cryptocurrencies and Blockchain Technology",Lecture Notes in Computer Science,,,10.1007/978-3-031-25734-6,Joaquin Garcia-AlfaroGuillermo Navarro-ArribasNicola Dragoni,2023,http://link.springer.com/book/10.1007/978-3-031-25734-6,Book,,
Visual Methods for Social Justice in Education,,,,10.1007/978-3-031-25745-2,Laura Azzarito,2023,http://link.springer.com/book/10.1007/978-3-031-25745-2,Book,,
"Visual Research Ethics: Dilemmas, Judgment, and Ethics of Care",Visual Methods for Social Justice in Education,,,10.1007/978-3-031-25745-2_9,Laura Azzarito,2023,http://link.springer.com/chapter/10.1007/978-3-031-25745-2_9,Chapter,,
Information and Communication Technologies in Tourism 2023,Springer Proceedings in Business and Economics,,,10.1007/978-3-031-25752-0,Berta Ferrer-RosellDavid MassimoKaterina Berezina,2023,http://link.springer.com/book/10.1007/978-3-031-25752-0,Book,,
A Scoping Study of Ethics in Artificial Intelligence Research in Tourism and Hospitality,Information and Communication Technologies in Tourism 2023,,,10.1007/978-3-031-25752-0_26,Pauline A. MilwoodSarah Hartman-CaverlyWesley S. Roehl,2023,http://link.springer.com/chapter/10.1007/978-3-031-25752-0_26,Chapter,,
Technology Research Explained,,,,10.1007/978-3-031-25817-6,Ketil Stølen,2023,http://link.springer.com/book/10.1007/978-3-031-25817-6,Book,,
Planning,Technology Research Explained,,,10.1007/978-3-031-25817-6_5,Ketil Stølen,2023,http://link.springer.com/chapter/10.1007/978-3-031-25817-6_5,Chapter,,
"Machine Learning, Optimization, and Data Science",Lecture Notes in Computer Science,,,10.1007/978-3-031-25891-6,Giuseppe NicosiaVarun OjhaEmanuele La MalfaGabriele La MalfaPanos PardalosGiuseppe Di FattaGiovanni GiuffridaRenato Umeton,2023,http://link.springer.com/book/10.1007/978-3-031-25891-6,Book,,
Handbook of the Anthropocene,,,,10.1007/978-3-031-25910-4,Nathanaël WallenhorstChristoph Wulf,2023,http://link.springer.com/book/10.1007/978-3-031-25910-4,Book,,
Emotions,Handbook of the Anthropocene,,,10.1007/978-3-031-25910-4_118,Sabine Seichter,2023,http://link.springer.com/chapter/10.1007/978-3-031-25910-4_118,Chapter,,
Environmental Protection,Handbook of the Anthropocene,,,10.1007/978-3-031-25910-4_170,Augustine PamplanyBert Gordijn,2023,http://link.springer.com/chapter/10.1007/978-3-031-25910-4_170,Chapter,,
Freedom,Handbook of the Anthropocene,,,10.1007/978-3-031-25910-4_273,Roland Bernecker,2023,http://link.springer.com/chapter/10.1007/978-3-031-25910-4_273,Chapter,,
Geoengineering,Handbook of the Anthropocene,,,10.1007/978-3-031-25910-4_40,Augustine PamplanyBert Gordijn,2023,http://link.springer.com/chapter/10.1007/978-3-031-25910-4_40,Chapter,,
Women's Empowerment for a Sustainable Future,,,,10.1007/978-3-031-25924-1,Claude-Hélène MayerElisabeth VanderheidenOrna Braun-LewensohnGila ChenKiyoko SuedaBrightness MangolothiSaba SafdarSoyeon Kim,2023,http://link.springer.com/book/10.1007/978-3-031-25924-1,Book,,
Sustainable Education and Development – Sustainable Industrialization and Innovation,,,,10.1007/978-3-031-25998-2,Clinton AigbavboaJoseph N. MojekwuWellington Didibhuku ThwalaLawrence AteporEmmanuel AdinyiraGabriel NaniEmmanuel Bamfo-Agyei,2023,http://link.springer.com/book/10.1007/978-3-031-25998-2,Book,,
Migration Control Logics and Strategies in Europe,IMISCOE Research Series,,,10.1007/978-3-031-26002-5,Claudia FinotelliIrene Ponzo,2023,http://link.springer.com/book/10.1007/978-3-031-26002-5,Book,,
Knowledge Production Through Regularisation and Ex-Post Regulation Strategies: Italy and Germany Compared,Migration Control Logics and Strategies in Europe,,,10.1007/978-3-031-26002-5_7,Claudia Finotelli,2023,http://link.springer.com/chapter/10.1007/978-3-031-26002-5_7,Chapter,,
Cyberbiosecurity,,,,10.1007/978-3-031-26034-6,Dov Greenbaum,2023,http://link.springer.com/book/10.1007/978-3-031-26034-6,Book,,
The Digital Twin of Humans,,,,10.1007/978-3-031-26104-6,Iris GräßlerGünter W. MaierEckhard SteffenDaniel Roesmann,2023,http://link.springer.com/book/10.1007/978-3-031-26104-6,Book,,
"Software Engineering, Artificial Intelligence, Networking and Parallel/Distributed Computing 2022-Winter",Studies in Computational Intelligence,,,10.1007/978-3-031-26135-0,Roger Lee,2023,http://link.springer.com/book/10.1007/978-3-031-26135-0,Book,,
Protecting the Rights and Legitimate Interests of the Parties in B2B Non-personal Data Sharing Transactions: Experiences from the UK and EU and Lessons Learnt for Vietnam,"Software Engineering, Artificial Intelligence, Networking and Parallel/Distributed Computing 2022-Winter",,,10.1007/978-3-031-26135-0_10,Dung Thị Mỹ Phùng,2023,http://link.springer.com/chapter/10.1007/978-3-031-26135-0_10,Chapter,,
Indigenous Knowledge and Disaster Risk Reduction,Disaster Risk Reduction,,,10.1007/978-3-031-26143-5,Gopal Krishna PandaUday ChatterjeeNairwita BandyopadhyayMartiwi Diah SetiawatiDebarpita Banerjee,2023,http://link.springer.com/book/10.1007/978-3-031-26143-5,Book,,
Technology and the Overturning of Human Autonomy,"Studies in Applied Philosophy, Epistemology and Rational Ethics",,,10.1007/978-3-031-26159-6,Simona Chiodo,2023,http://link.springer.com/book/10.1007/978-3-031-26159-6,Book,,
Ethical Challenges,Technology and the Overturning of Human Autonomy,,,10.1007/978-3-031-26159-6_6,Simona Chiodo,2023,http://link.springer.com/chapter/10.1007/978-3-031-26159-6_6,Chapter,,
Instagram as Public Pedagogy,Palgrave Studies in Education and the Environment,,,10.1007/978-3-031-26182-4,Carrie Karsgaard,2023,http://link.springer.com/book/10.1007/978-3-031-26182-4,Book,,
"Social Media Learning: Public Pedagogy, Power, and Agency",Instagram as Public Pedagogy,,,10.1007/978-3-031-26182-4_3,Carrie Karsgaard,2023,http://link.springer.com/chapter/10.1007/978-3-031-26182-4_3,Chapter,,
Covid-19: Health Disparities and Ethical Challenges Across the Globe,,,,10.1007/978-3-031-26200-5,H. Russell Searight,2023,http://link.springer.com/book/10.1007/978-3-031-26200-5,Book,,
COVID-19’s Worldwide Impact and a History of Epidemics,Covid-19: Health Disparities and Ethical Challenges Across the Globe,,,10.1007/978-3-031-26200-5_1,H. Russell Searight,2023,http://link.springer.com/chapter/10.1007/978-3-031-26200-5_1,Chapter,,
COVID-19: Where Are We Now? What Have We Learned?,Covid-19: Health Disparities and Ethical Challenges Across the Globe,,,10.1007/978-3-031-26200-5_10,H. Russell Searight,2023,http://link.springer.com/chapter/10.1007/978-3-031-26200-5_10,Chapter,,
The Pre-existing Conditions Influencing COVID-19’s Impact,Covid-19: Health Disparities and Ethical Challenges Across the Globe,,,10.1007/978-3-031-26200-5_2,H. Russell Searight,2023,http://link.springer.com/chapter/10.1007/978-3-031-26200-5_2,Chapter,,
COVID-19’s Impact on the World’s Population,Covid-19: Health Disparities and Ethical Challenges Across the Globe,,,10.1007/978-3-031-26200-5_3,Laura DryjanskaPeter Battista,2023,http://link.springer.com/chapter/10.1007/978-3-031-26200-5_3,Chapter,,
Health Care During COVID 19: Systems and New Developments,Covid-19: Health Disparities and Ethical Challenges Across the Globe,,,10.1007/978-3-031-26200-5_4,Falu Rami,2023,http://link.springer.com/chapter/10.1007/978-3-031-26200-5_4,Chapter,,
"Disparities, Discrimination, and Advocacy",Covid-19: Health Disparities and Ethical Challenges Across the Globe,,,10.1007/978-3-031-26200-5_5,Karen BrownLaura Dryjanska,2023,http://link.springer.com/chapter/10.1007/978-3-031-26200-5_5,Chapter,,
Healthcare Disparities: Vulnerable and Marginalized Populations,Covid-19: Health Disparities and Ethical Challenges Across the Globe,,,10.1007/978-3-031-26200-5_6,Falu RamiLaShawn ThompsonLizette Solis-Cortes,2023,http://link.springer.com/chapter/10.1007/978-3-031-26200-5_6,Chapter,,
COVID-19: Ethical Dilemmas,Covid-19: Health Disparities and Ethical Challenges Across the Globe,,,10.1007/978-3-031-26200-5_7,H. Russell Searight,2023,http://link.springer.com/chapter/10.1007/978-3-031-26200-5_7,Chapter,,
Vaccines and Vaccinations,Covid-19: Health Disparities and Ethical Challenges Across the Globe,,,10.1007/978-3-031-26200-5_8,H. Russell Searight,2023,http://link.springer.com/chapter/10.1007/978-3-031-26200-5_8,Chapter,,
"COVID-19 Testing, Preventive Measures, and Ethical Issues",Covid-19: Health Disparities and Ethical Challenges Across the Globe,,,10.1007/978-3-031-26200-5_9,Megan Hall,2023,http://link.springer.com/chapter/10.1007/978-3-031-26200-5_9,Chapter,,
Critical Mathematics Education,Advances in Mathematics Education,,,10.1007/978-3-031-26242-5,Ole Skovsmose,2023,http://link.springer.com/book/10.1007/978-3-031-26242-5,Book,,
Banality of Mathematical Expertise,Critical Mathematics Education,,,10.1007/978-3-031-26242-5_7,Ole Skovsmose,2023,http://link.springer.com/chapter/10.1007/978-3-031-26242-5_7,Chapter,,
Computer Vision – ACCV 2022,Lecture Notes in Computer Science,,,10.1007/978-3-031-26293-7,Lei WangJuergen GallTat-Jun ChinImari SatoRama Chellappa,2023,http://link.springer.com/book/10.1007/978-3-031-26293-7,Book,,
Computer Vision – ACCV 2022,Lecture Notes in Computer Science,,,10.1007/978-3-031-26351-4,Lei WangJuergen GallTat-Jun ChinImari SatoRama Chellappa,2023,http://link.springer.com/book/10.1007/978-3-031-26351-4,Book,,
International Conference on Advanced Intelligent Systems for Sustainable Development,Lecture Notes in Networks and Systems,,,10.1007/978-3-031-26384-2,Janusz KacprzykMostafa EzziyyaniValentina Emilia Balas,2023,http://link.springer.com/book/10.1007/978-3-031-26384-2,Book,,
Machine Learning and Knowledge Discovery in Databases,Lecture Notes in Computer Science,,,10.1007/978-3-031-26387-3,Massih-Reza AminiStéphane CanuAsja FischerTias GunsPetra Kralj NovakGrigorios Tsoumakas,2023,http://link.springer.com/book/10.1007/978-3-031-26387-3,Book,,
Machine Learning and Knowledge Discovery in Databases,Lecture Notes in Computer Science,,,10.1007/978-3-031-26419-1,Massih-Reza AminiStéphane CanuAsja FischerTias GunsPetra Kralj NovakGrigorios Tsoumakas,2023,http://link.springer.com/book/10.1007/978-3-031-26419-1,Book,,
Artificial Intelligence and Cognitive Science,Communications in Computer and Information Science,,,10.1007/978-3-031-26438-2,Luca LongoRuairi O’Reilly,2023,http://link.springer.com/book/10.1007/978-3-031-26438-2,Book,,
Privacy-Enhanced ZKP-Inspired Framework for Balanced Federated Learning,Artificial Intelligence and Cognitive Science,,,10.1007/978-3-031-26438-2_20,Stefano MarzoRoyston PintoLucy McKennaRob Brennan,2023,http://link.springer.com/chapter/10.1007/978-3-031-26438-2_20,Chapter,,
Technology-Assisted Interventions for Substance Use Disorders,,,,10.1007/978-3-031-26445-0,Jonathan AveryMashal Khan,2023,http://link.springer.com/book/10.1007/978-3-031-26445-0,Book,,
New Digital Work,,,,10.1007/978-3-031-26490-0,Alexandra ShajekErnst Andreas Hartmann,2023,http://link.springer.com/book/10.1007/978-3-031-26490-0,Book,,
Advances in Artificial Intelligence for Renewable Energy Systems and Energy Autonomy,EAI/Springer Innovations in Communication and Computing,,,10.1007/978-3-031-26496-2,Mukhdeep Singh ManshahiaValeriy KharchenkoGerhard-Wilhelm WeberPandian Vasant,2023,http://link.springer.com/book/10.1007/978-3-031-26496-2,Book,,
Service-Oriented Computing – ICSOC 2022 Workshops,Lecture Notes in Computer Science,,,10.1007/978-3-031-26507-5,Javier TroyaRaffaela MirandolaElena NavarroAndrea DelgadoSergio SeguraGuadalupe OrtizCesare PautassoChristian ZirpinsPablo FernándezAntonio Ruiz-Cortés,2023,http://link.springer.com/book/10.1007/978-3-031-26507-5,Book,,
AI in the Financial Markets,Computational Social Sciences,,,10.1007/978-3-031-26518-1,Federico Cecconi,2023,http://link.springer.com/book/10.1007/978-3-031-26518-1,Book,,
"AI, the Overall Picture",AI in the Financial Markets,,,10.1007/978-3-031-26518-1_2,Luca Marconi,2023,http://link.springer.com/chapter/10.1007/978-3-031-26518-1_2,Chapter,,
Nudging Choices Through Media,,,,10.1007/978-3-031-26568-6,James KatzKatie SchiepersJuliet Floyd,2023,http://link.springer.com/book/10.1007/978-3-031-26568-6,Book,,
Latin America’s Pendular Politics,Studies of the Americas,,,10.1007/978-3-031-26761-1,Olivier Dabène,2023,http://link.springer.com/book/10.1007/978-3-031-26761-1,Book,,
Panama: Alternation Inside the Box,Latin America’s Pendular Politics,,,10.1007/978-3-031-26761-1_9,Olivier DabèneClaire NevacheSophie WintgensHarry Brown-Araúz,2023,http://link.springer.com/chapter/10.1007/978-3-031-26761-1_9,Chapter,,
"Intelligence, Creativity, and Wisdom",,,,10.1007/978-3-031-26772-7,Robert J. SternbergJames C. KaufmanSareh Karami,2023,http://link.springer.com/book/10.1007/978-3-031-26772-7,Book,,
"Determining the ‘Common Good’ in Educating for Intelligence, Creativity, and Wisdom","Intelligence, Creativity, and Wisdom",,,10.1007/978-3-031-26772-7_11,Zane M. DiamondShane N. Phillipson,2023,http://link.springer.com/chapter/10.1007/978-3-031-26772-7_11,Chapter,,
Technologies in a Multilingual Environment,Lecture Notes in Networks and Systems,,,10.1007/978-3-031-26783-3,Daria BylievaAlfred Nordmann,2023,http://link.springer.com/book/10.1007/978-3-031-26783-3,Book,,
Features of the Transformation of Russian Universities into Digital Universities,Technologies in a Multilingual Environment,,,10.1007/978-3-031-26783-3_32,Natalia V. GoncharovaLiudmila V. Daineko,2023,http://link.springer.com/chapter/10.1007/978-3-031-26783-3_32,Chapter,,
"Policy, Identity, and Neurotechnology",Advances in Neuroethics,,,10.1007/978-3-031-26801-4,Veljko DubljevićAllen Coin,2023,http://link.springer.com/book/10.1007/978-3-031-26801-4,Book,,
Ethical Considerations of Endovascular Brain–Computer Interfaces,"Policy, Identity, and Neurotechnology",,,10.1007/978-3-031-26801-4_4,Adam FryErica BreymanEdward LaGrassaThomas OxleyDavid Putrino,2023,http://link.springer.com/chapter/10.1007/978-3-031-26801-4_4,Chapter,,
A Path to Science Fiction Style Technology Applications? The Example of Brain-to-Brain Interfaces,"Policy, Identity, and Neurotechnology",,,10.1007/978-3-031-26801-4_6,Elisabeth Hildt,2023,http://link.springer.com/chapter/10.1007/978-3-031-26801-4_6,Chapter,,
International Perspectives on English Private Tutoring,International Perspectives on English Language Teaching,,,10.1007/978-3-031-26817-5,Kevin Wai Ho YungAnas Hajar,2023,http://link.springer.com/book/10.1007/978-3-031-26817-5,Book,,
The Rearguard of Subjectivity,Law and Visual Jurisprudence,,,10.1007/978-3-031-26855-7,Frank Fleerackers,2023,http://link.springer.com/book/10.1007/978-3-031-26855-7,Book,,
"Describe, Predict, Intervene!—On Objective Subjectivities and the Simulacra of Semiotics in the New Era; Simulated Signification and Mechanical Meaning Making in Managing Post-COVID Human Society",The Rearguard of Subjectivity,,,10.1007/978-3-031-26855-7_3,Larry Catá Backer,2023,http://link.springer.com/chapter/10.1007/978-3-031-26855-7_3,Chapter,,
Violence in the Military,SpringerBriefs in Psychology,,,10.1007/978-3-031-26883-0,Monty T. BakerAlyssa R. OjedaHannah PressleyJessica BlalockRiki Ann MartinezBrian A. MooreVincent B. Van Hasselt,2023,http://link.springer.com/book/10.1007/978-3-031-26883-0,Book,,
"Clinical Implications, Limitations, Future Directions, and Conclusions",Violence in the Military,,,10.1007/978-3-031-26883-0_6,Monty T. BakerAlyssa R. OjedaHannah PressleyJessica BlalockRiki Ann MartinezBrian A. MooreVincent B. Van Hasselt,2023,http://link.springer.com/chapter/10.1007/978-3-031-26883-0_6,Chapter,,
"Enterprise Design, Operations, and Computing. EDOC 2022 Workshops",Lecture Notes in Business Information Processing,,,10.1007/978-3-031-26886-1,Tiago Prince SalesHenderik A. ProperGiancarlo GuizzardiMarco MontaliFabrizio Maria MaggiClaudenir M. Fonseca,2023,http://link.springer.com/book/10.1007/978-3-031-26886-1,Book,,
Areas Where Enterprise Architecture Contributes to Organizational Goals – A Quantitative Study in The Netherlands,"Enterprise Design, Operations, and Computing. EDOC 2022 Workshops",,,10.1007/978-3-031-26886-1_9,Henk PlessiusMarlies van SteenbergenPascal RavesteijnJohan Versendaal,2023,http://link.springer.com/chapter/10.1007/978-3-031-26886-1_9,Chapter,,
Digitalisation: Opportunities and Challenges for Business,Lecture Notes in Networks and Systems,,,10.1007/978-3-031-26953-0,Bahaaeddin AlareeniAllam HamdanReem KhamisRim El Khoury,2023,http://link.springer.com/book/10.1007/978-3-031-26953-0,Book,,
Computer Vision – ACCV 2022 Workshops,Lecture Notes in Computer Science,,,10.1007/978-3-031-27066-6,Yinqiang ZhengHacer Yalim KeleşPiotr Koniusz,2023,http://link.springer.com/book/10.1007/978-3-031-27066-6,Book,,
Dying in Prison,Palgrave Studies in Prisons and Penology,,,10.1007/978-3-031-27103-8,Carol Robinson,2023,http://link.springer.com/book/10.1007/978-3-031-27103-8,Book,,
Introduction,Dying in Prison,,,10.1007/978-3-031-27103-8_1,Carol Robinson,2023,http://link.springer.com/chapter/10.1007/978-3-031-27103-8_1,Chapter,,
Reconstructing Research Integrity,,,,10.1007/978-3-031-27111-3,Barbara Redman,2023,http://link.springer.com/book/10.1007/978-3-031-27111-3,Book,,
Research Integrity in Emerging Technologies: Gene Editing and Artificial Intelligence (AI) Research in Medicine,Reconstructing Research Integrity,,,10.1007/978-3-031-27111-3_9,Barbara Redman,2023,http://link.springer.com/chapter/10.1007/978-3-031-27111-3_9,Chapter,,
"Electoral Politics in Zimbabwe, Volume I",,,,10.1007/978-3-031-27140-3,Esther MavenganoSophia Chirongoma,2023,http://link.springer.com/book/10.1007/978-3-031-27140-3,Book,,
Stoking the Flames of Conflict in Zimbabwe’s Electoral Terrain: Detecting and Reporting Hate Speech in Online Media,"Electoral Politics in Zimbabwe, Volume I",,,10.1007/978-3-031-27140-3_8,Tichaona Zinhumwe,2023,http://link.springer.com/chapter/10.1007/978-3-031-27140-3_8,Chapter,,
